Mass,Radius,K2,Type
0.0239549305720704,2.98999999999998,0.7248965484550596,1
1.000687581071685,9.929999999999833,0.3608449846673145,1
1.984481672588808,10.799999999999814,0.1056440701323496,1
1.8846099256548476,9.899999999999832,0.0684976397744794,1
0.030214433831836,3.3599999999999723,0.7231387645639794,1
1.1066061464508326,10.699999999999816,0.3562395306522873,1
2.1842057278542413,11.679999999999795,0.1044101006985442,1
2.0842443531880512,10.769999999999817,0.0690332975390689,1
0.0571088706918988,4.619999999999946,0.7062738416849437,1
1.6264427334969012,13.679999999999753,0.3278872255573702,1
3.1560629459159766,15.19999999999972,0.0929170612022828,1
3.056714338728292,14.34999999999974,0.06622574138995,1
0.0166259633200661,2.489999999999991,0.7352178920096069,1
1.1977763721163206,10.04999999999983,0.3288511962832895,1
2.3843330211758422,11.289999999999804,0.090560487233997,1
2.2843937031446058,10.53999999999982,0.0609735245171723,1
0.0168515198194745,2.5099999999999905,0.742223440636371,1
1.211396526940792,10.119999999999829,0.3292034508897772,1
2.407817757674078,11.359999999999802,0.0899922674778468,1
2.3080301004046966,10.619999999999818,0.0608948812423573,1
0.0170702372528113,2.52999999999999,0.7506281308904555,1
1.224622800051263,10.179999999999827,0.3278792980801782,1
2.430885529938726,11.4299999999998,0.0894712839622449,1
2.331109965484398,10.689999999999817,0.06058424960815,1
0.0172820618560477,2.53999999999999,0.7379888515245302,1
1.237451565179699,10.239999999999826,0.3270600465715009,1
2.4535182607807826,11.4999999999998,0.0890407111265958,1
2.3536047306334043,10.759999999999817,0.0603273741353632,1
0.0174869736602868,2.5599999999999894,0.7489481797015876,1
1.249881015547505,10.289999999999823,0.3246030147566161,1
2.475701267066132,11.569999999999798,0.0886991624105795,1
2.3757776972458435,10.819999999999814,0.0598432095177759,1
0.0176849836729282,2.569999999999989,0.7390969210526335,1
1.2619110314385218,10.349999999999824,0.3247554214714301,1
2.497421894452483,11.629999999999797,0.0880366655961485,1
2.3976128981193447,10.889999999999812,0.0596868302611787,1
0.0178761310091595,2.579999999999989,0.730754704196131,1
1.273543042277218,10.399999999999824,0.3232673744500993,1
2.5186694643004253,11.689999999999795,0.0874664080895282,1
2.418802276022502,10.949999999999813,0.0593100345353433,1
0.0180604800068877,2.5999999999999885,0.7451862251535372,1
1.2847798861212312,10.449999999999822,0.3222438696220843,1
2.5394352085958136,11.749999999999794,0.0869856892087472,1
2.4396226841183832,11.00999999999981,0.058984860868615,1
0.0182381173822148,2.6099999999999883,0.7391801372307277,1
1.295625668886191,10.49999999999982,0.321665307586393,1
2.559712194707768,11.809999999999793,0.0865919668138798,1
2.459765921566089,11.069999999999808,0.0587135303001248,1
0.0184091494643476,2.619999999999988,0.7344228071171416,1
1.3060856252992896,10.53999999999982,0.3194652550419731,1
2.579496051348061,11.869999999999791,0.0862375426036582,1
2.4795169278357663,11.129999999999807,0.0584914721838801,1
0.0582107797847801,4.669999999999945,0.7120494732791343,1
1.60589875493026,13.679999999999753,0.3321178349939845,1
3.197688260878505,15.339999999999716,0.0925371003307393,1
3.098053538813645,14.479999999999736,0.065786439524194,1
0.018573699542724,2.629999999999988,0.730836058745538,1
1.3161659834527537,10.58999999999982,0.3197304935723231,1
2.5987833474609388,11.91999999999979,0.0856187292379435,1
2.49886838503178,11.179999999999806,0.0580536105806785,1
0.0187319053530346,2.6499999999999875,0.7495203783252457,1
1.3258738344206682,10.629999999999818,0.3183630047592179,1
2.6175729382752544,11.96999999999979,0.0850398811665709,1
2.5178143558918538,11.239999999999805,0.0579282613227775,1
0.0188839167121474,2.6599999999999877,0.7478931552795628,1
1.3352170079204857,10.669999999999815,0.3173901726232749,1
2.6358643142421223,12.019999999999788,0.0845428890352739,1
2.5360472930516105,11.289999999999804,0.0575912481703046,1
0.0190298933170868,2.669999999999987,0.7472880968923157,1
1.3442039551034513,10.709999999999816,0.3167925512806236,1
2.6536591174853053,12.079999999999789,0.0845519675989261,1
2.553864778758875,11.339999999999804,0.057301873517519,1
0.0069383848584004,1.6200000000000012,0.7729760059421201,1
0.7638558337226186,7.4099999999998865,0.3588186439166348,1
1.523969611697304,8.119999999999871,0.1041889323542212,1
1.4244621807983469,7.339999999999888,0.0637175335600211,1
0.0071187123318574,1.6400000000000012,0.7699824648729996,1
0.7780323283463308,7.479999999999885,0.3546738767340714,1
1.540741362435814,8.18999999999987,0.1039504596586391,1
1.4408264251717489,7.4099999999998865,0.063766037224543,1
0.0073066526711656,1.6600000000000013,0.7649647913872691,1
0.783701348915552,7.539999999999884,0.3570183174165832,1
1.558142938607621,8.259999999999868,0.1035689416689153,1
1.4581769352531022,7.479999999999885,0.0637182806612843,1
0.0075021242969823,1.6800000000000013,0.7581459528241875,1
0.7895003505347857,7.589999999999883,0.3559506840789618,1
1.576166494964715,8.339999999999867,0.1036227750618814,1
1.4761770227789723,7.559999999999883,0.0639567598086361,1
0.0077050102591708,1.7000000000000013,0.7497425680704126,1
0.8049244014892333,7.679999999999881,0.355996010807468,1
1.594802152135261,8.409999999999865,0.1029762438320449,1
1.4948291016805906,7.629999999999882,0.0637429314556224,1
0.0079151558898502,1.7200000000000013,0.7401489366582487,1
0.8111480902664933,7.72999999999988,0.354139936041578,1
1.6140380791603497,8.489999999999863,0.1028041909203022,1
1.514134420443472,7.70999999999988,0.0638182694258916,1
0.0592809699736351,4.709999999999944,0.7083235551123201,1
1.6307634090364909,13.79999999999975,0.3310325173564454,1
3.2386906203547428,15.459999999999717,0.091560754526078,1
3.139030375327918,14.609999999999731,0.0654168349390139,1
0.0081323668360628,1.750000000000001,0.7617786570262365,1
0.8174021409156373,7.789999999999878,0.3550873075785701,1
1.6338606542659595,8.569999999999862,0.1024831240987921,1
1.533958499820882,7.789999999999878,0.0638206171492762,1
0.0083564075409026,1.7700000000000014,0.749259909590179,1
0.833878643775107,7.879999999999876,0.3536359705968008,1
1.6542540196698732,8.65999999999986,0.1026669254737803,1
1.5542878370320967,7.879999999999876,0.0641147290588375,1
0.008587000249827,1.8000000000000014,0.7680006849132115,1
0.8403682328018575,7.939999999999875,0.354093737121048,1
1.6752001312249136,8.739999999999858,0.1021361940817132,1
1.5752491507383932,7.959999999999875,0.0639787727490616,1
0.0088238246077633,1.8200000000000012,0.7533501805404013,1
0.857463743333419,8.029999999999873,0.351912349005559,1
1.69667865895704,8.829999999999856,0.1020874988825103,1
1.5966901827955535,8.049999999999873,0.0641396987562042,1
0.0090665179297343,1.8400000000000012,0.7386603424984655,1
0.8640486630283373,8.089999999999872,0.3521324141047734,1
1.7186672360315185,8.909999999999854,0.1013894784391181,1
1.618741771973306,8.139999999999871,0.0642386271539778,1
0.0093146761418933,1.8700000000000012,0.7539439822435637,1
0.8704595327404775,8.14999999999987,0.3524920018004246,1
1.7411412026162454,8.999999999999853,0.1011830964439253,1
1.6412389006034405,8.21999999999987,0.0639333649213389,1
0.00956785547599,1.8900000000000012,0.738449225455972,1
0.8881694813414551,8.239999999999869,0.3497100934306326,1
1.76407359573915,9.08999999999985,0.1009115948489588,1
1.6641565411448374,8.309999999999867,0.0639333845394652,1
0.00982557487302,1.9200000000000013,0.7524663715690922,1
0.8944297915988686,8.299999999999867,0.3502111375984035,1
1.7874351608355836,9.179999999999849,0.1005856951045444,1
1.6874671556235428,8.409999999999865,0.0642367491114242,1
0.0100873191345386,1.9500000000000013,0.7663276656299566,1
0.9124315330451428,8.389999999999866,0.3473136706186846,1
1.8111953358489272,9.269999999999849,0.1001796975336572,1
1.7113103379897052,8.499999999999863,0.0641512527604982,1
0.0103525427228129,1.9700000000000013,0.7503591880687245,1
0.9183707382786216,8.449999999999864,0.3481924146848618,1
1.8353207093174893,9.359999999999843,0.0997396517017717,1
1.7354936747034493,8.589999999999861,0.0640346740102927,1
0.0603180848535137,4.749999999999943,0.7065792359811437,1
1.6548955258724225,13.909999999999748,0.3290925647105377,1
3.279011052794412,15.589999999999712,0.0911101950593538,1
3.1795811533466765,14.73999999999973,0.0651184879151426,1
0.0106206742084756,2.0000000000000013,0.7639472997143846,1
0.9365170277964946,8.549999999999862,0.3480578179813357,1
1.8597766490272496,9.459999999999845,0.0998045144471419,1
1.7598033101698023,8.67999999999986,0.0638966738065009,1
0.0108911212424252,2.020000000000001,0.7488982528752569,1
0.941958926272144,8.599999999999861,0.3468741088289562,1
1.8845267291312924,9.54999999999984,0.0993208787008291,1
1.7845561731397137,8.779999999999857,0.0640704393066823,1
0.0111632759694967,2.0500000000000003,0.7628477497551105,1
0.9600978578325792,8.68999999999986,0.3443712600508011,1
1.9095336106583112,9.63999999999984,0.0987950997356742,1
1.8095390553868989,8.869999999999855,0.0638915831593514,1
0.0114365207805645,2.07,0.7491458808259956,1
0.9782739816369264,8.789999999999857,0.3446369908414636,1
1.934757986080692,9.729999999999835,0.0982737272839245,1
1.8349053610583028,8.959999999999853,0.0636999863093939,1
0.0117102342288646,2.0899999999999994,0.7367683682573336,1
0.9828451591625574,8.839999999999856,0.3446190858954613,1
1.960160387880988,9.819999999999837,0.0977654234159721,1
1.8602297128373733,9.059999999999851,0.0638366103005108,1
0.0119837970354977,2.1199999999999988,0.7520644950957698,1
1.0007899595783498,8.929999999999854,0.342850782798253,1
1.9857004389949515,9.919999999999831,0.097780078939524,1
1.8858614816895096,9.14999999999985,0.0636399789187307,1
0.0122565980043317,2.1399999999999983,0.7415338198774188,1
1.0186647257754151,9.019999999999852,0.3413839822922108,1
2.011337069036365,10.009999999999833,0.0973165457779375,1
1.9113530667960392,9.239999999999847,0.0634539258141207,1
0.0125280397424703,2.1699999999999977,0.7585101737679183,1
1.0220096747993346,9.069999999999853,0.3428879411246049,1
2.037029863133168,10.09999999999983,0.0968492711566036,1
1.9370714910641944,9.329999999999846,0.0632747047810657,1
0.0127975440461641,2.1899999999999973,0.7500606191404359,1
1.0394436957546265,9.14999999999985,0.3397155086222413,1
2.062737776780144,10.189999999999827,0.0964241815560508,1
1.9627666818227745,9.419999999999844,0.063110739247072,1
0.0130645568594887,2.209999999999997,0.7430695188318326,1
1.0567100409178387,9.229999999999848,0.3369862310206787,1
2.0884206897356434,10.269999999999824,0.0955656915401347,1
1.988615214658898,9.509999999999842,0.0629618538430044,1
0.0613210803825392,4.789999999999942,0.7067432577572288,1
1.678271664098105,14.019999999999746,0.3278965757863544,1
3.318586155053796,15.71999999999971,0.0907845064115774,1
3.218887359325532,14.859999999999728,0.0646785613620695,1
0.0133285527045417,2.2299999999999964,0.7375102350664674,1
1.058513369796403,9.279999999999848,0.3402690543913455,1
2.114038868421204,10.359999999999824,0.0952058324688515,1
2.01412924161496,9.59999999999984,0.0628401728185658,1
0.013589038513969,2.259999999999996,0.7584743112823423,1
1.075158481010969,9.359999999999843,0.3384734377400156,1
2.13955453769688,10.449999999999822,0.0949448069887587,1
2.0397132173870864,9.689999999999838,0.0627408052600324,1
0.0138455568214226,2.279999999999996,0.7553293841127547,1
1.0915541799609392,9.429999999999843,0.3347817761286936,1
2.164929580140329,10.52999999999982,0.0942376022889131,1
2.0650984519090225,9.779999999999836,0.0626711927401519,1
0.0140976882770198,2.299999999999995,0.7536445203206649,1
1.1076766055276297,9.509999999999842,0.3339570980316906,1
2.1901283337539845,10.619999999999818,0.0940672879158242,1
2.0902402290814592,9.859999999999834,0.062328620201351,1
0.0143450534732787,2.3199999999999945,0.7533896453598198,1
1.10719312986867,9.53999999999984,0.3350274210542389,1
2.215116439256614,10.699999999999816,0.0935071336614336,1
2.115339851157031,9.939999999999833,0.0620218148010283,1
0.0145873141137607,2.339999999999994,0.7545817861511184,1
1.1225152144467287,9.61999999999984,0.3352552687315501,1
2.2398613090786714,10.779999999999816,0.0929843270533779,1
2.1398696720069124,10.01999999999983,0.0617608486806434,1
0.0148241735179755,2.349999999999994,0.7331574897316653,1
1.1375090123460532,9.689999999999838,0.3336606733866852,1
2.2643326205715213,10.859999999999811,0.0925848249144206,1
2.164535090765363,10.109999999999827,0.0618325434469909,1
0.0150553765515685,2.369999999999993,0.7372001988503704,1
1.152159700611064,9.759999999999836,0.3325846069659852,1
2.2885015429800024,10.929999999999811,0.0917802090035733,1
2.18855109999769,10.179999999999827,0.0613577596802924,1
0.0152807090041575,2.389999999999993,0.7426312350381967,1
1.1664546671819511,9.819999999999837,0.3297643203226601,1
2.31234152073922,11.00999999999981,0.0915068054988896,1
2.2123892046646283,10.259999999999826,0.0612224092754207,1
0.0154999964664373,2.4099999999999926,0.7494514159752975,1
1.1803834659250478,9.889999999999834,0.3297141134319886,1
2.335828235794607,11.079999999999808,0.0908799939901739,1
2.236024677657253,10.329999999999824,0.0608393977530924,1
0.0622892090613048,4.8299999999999415,0.7087599125142429,1
1.7008743961329054,14.119999999999743,0.3258736907121621,1
